Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Chennai,PM2.5 - Principal,2020-03-29 11:00 PM,2020,03,29,23,18.0,63,Moderate,20.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 12:00 AM,2020,03,30,00,17.7,63,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 01:00 AM,2020,03,30,01,19.3,66,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 02:00 AM,2020,03,30,02,20.0,68,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 03:00 AM,2020,03,30,03,22.9,74,Moderate,26.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 04:00 AM,2020,03,30,04,27.7,84,Moderate,32.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 05:00 AM,2020,03,30,05,27.8,84,Moderate,28.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 06:00 AM,2020,03,30,06,34.4,98,Moderate,41.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 07:00 AM,2020,03,30,07,38.7,109,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 08:00 AM,2020,03,30,08,37.8,107,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 09:00 AM,2020,03,30,09,31.4,92,Moderate,25.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 10:00 AM,2020,03,30,10,23.7,75,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 11:00 AM,2020,03,30,11,21.3,70,Moderate,19.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 12:00 PM,2020,03,30,12,22.6,73,Moderate,24.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 01:00 PM,2020,03,30,13,20.8,69,Moderate,19.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 02:00 PM,2020,03,30,14,19.9,67,Moderate,19.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 03:00 PM,2020,03,30,15,18.9,65,Moderate,18.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 04:00 PM,2020,03,30,16,20.4,68,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 05:00 PM,2020,03,30,17,20.2,68,Moderate,20.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 06:00 PM,2020,03,30,18,18.6,65,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 07:00 PM,2020,03,30,19,17.8,63,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 08:00 PM,2020,03,30,20,17.4,62,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 09:00 PM,2020,03,30,21,28.9,86,Moderate,41.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 10:00 PM,2020,03,30,22,40.4,113,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-30 11:00 PM,2020,03,30,23,33.2,95,Moderate,26.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-31 12:00 AM,2020,03,31,00,29.6,88,Moderate,26.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-31 01:00 AM,2020,03,31,01,25.8,80,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-31 02:00 AM,2020,03,31,02,23.4,75,Moderate,21.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-31 03:00 AM,2020,03,31,03,23.2,74,Moderate,23.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-31 04:00 AM,2020,03,31,04,24.6,77,Moderate,26.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-31 05:00 AM,2020,03,31,05,23.8,76,Moderate,23.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-31 06:00 AM,2020,03,31,06,30.4,89,Moderate,37.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-31 07:00 AM,2020,03,31,07,32.7,94,Moderate,35.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-31 08:00 AM,2020,03,31,08,32.8,95,Moderate,33.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-31 09:00 AM,2020,03,31,09,37.9,107,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-31 10:00 AM,2020,03,31,10,34.4,98,Moderate,31.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-31 11:00 AM,2020,03,31,11,29.2,87,Moderate,24.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-31 12:00 PM,2020,03,31,12,28.6,86,Moderate,28.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-31 01:00 PM,2020,03,31,13,26.8,82,Moderate,25.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-31 02:00 PM,2020,03,31,14,27.0,82,Moderate,27.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-31 03:00 PM,2020,03,31,15,27.4,83,Moderate,28.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-31 04:00 PM,2020,03,31,16,26.7,82,Moderate,26.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-31 05:00 PM,2020,03,31,17,28.2,85,Moderate,30.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-31 06:00 PM,2020,03,31,18,27.2,83,Moderate,26.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-31 07:00 PM,2020,03,31,19,27.1,83,Moderate,27.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-31 08:00 PM,2020,03,31,20,27.0,82,Moderate,27.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-31 09:00 PM,2020,03,31,21,26.0,80,Moderate,23.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-03-31 10:00 PM,2020,03,31,22,26.0,80,Moderate,-999.0,UG/M3,1 Hr,Missing
Chennai,PM2.5 - Principal,2020-03-31 11:00 PM,2020,03,31,23,26.0,80,Moderate,-999.0,UG/M3,1 Hr,Missing
Chennai,PM2.5 - Principal,2020-04-01 12:00 AM,2020,04,01,00,26.0,80,Moderate,-999.0,UG/M3,1 Hr,Missing
Chennai,PM2.5 - Principal,2020-04-01 01:00 AM,2020,04,01,01,26.0,80,Moderate,-999.0,UG/M3,1 Hr,Missing
Chennai,PM2.5 - Principal,2020-04-02 06:00 PM,2020,04,02,18,-999.0,-999,N/A,28.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-02 07:00 PM,2020,04,02,19,28.0,84,Moderate,28.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-02 08:00 PM,2020,04,02,20,27.2,83,Moderate,26.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-02 09:00 PM,2020,04,02,21,28.4,85,Moderate,31.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-02 10:00 PM,2020,04,02,22,33.1,95,Moderate,40.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-02 11:00 PM,2020,04,02,23,30.8,90,Moderate,27.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 12:00 AM,2020,04,03,00,32.0,93,Moderate,34.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 01:00 AM,2020,04,03,01,31.6,92,Moderate,31.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 02:00 AM,2020,04,03,02,30.3,89,Moderate,28.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 03:00 AM,2020,04,03,03,30.2,89,Moderate,30.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 04:00 AM,2020,04,03,04,29.7,88,Moderate,29.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 05:00 AM,2020,04,03,05,30.2,89,Moderate,31.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 06:00 AM,2020,04,03,06,30.4,89,Moderate,31.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 07:00 AM,2020,04,03,07,33.1,95,Moderate,38.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 08:00 AM,2020,04,03,08,34.6,98,Moderate,38.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 09:00 AM,2020,04,03,09,33.1,95,Moderate,30.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 10:00 AM,2020,04,03,10,32.4,94,Moderate,31.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 11:00 AM,2020,04,03,11,32.8,95,Moderate,34.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 12:00 PM,2020,04,03,12,32.3,93,Moderate,31.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 01:00 PM,2020,04,03,13,32.5,94,Moderate,33.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 02:00 PM,2020,04,03,14,32.6,94,Moderate,33.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 03:00 PM,2020,04,03,15,33.2,95,Moderate,35.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 04:00 PM,2020,04,03,16,32.7,94,Moderate,31.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 05:00 PM,2020,04,03,17,32.8,95,Moderate,33.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 06:00 PM,2020,04,03,18,32.9,95,Moderate,33.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 07:00 PM,2020,04,03,19,32.1,93,Moderate,30.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 08:00 PM,2020,04,03,20,32.4,94,Moderate,34.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 09:00 PM,2020,04,03,21,32.9,95,Moderate,35.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 10:00 PM,2020,04,03,22,38.3,108,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-03 11:00 PM,2020,04,03,23,66.2,157,Unhealthy,92.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 12:00 AM,2020,04,04,00,51.1,139,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 01:00 AM,2020,04,04,01,40.5,113,Unhealthy for Sensitive Groups,30.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 02:00 AM,2020,04,04,02,34.7,99,Moderate,29.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 03:00 AM,2020,04,04,03,31.3,91,Moderate,28.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 04:00 AM,2020,04,04,04,29.6,88,Moderate,28.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 05:00 AM,2020,04,04,05,29.3,87,Moderate,29.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 06:00 AM,2020,04,04,06,30.6,90,Moderate,32.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 07:00 AM,2020,04,04,07,32.8,95,Moderate,35.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 08:00 AM,2020,04,04,08,35.9,102,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 09:00 AM,2020,04,04,09,32.4,94,Moderate,29.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 10:00 AM,2020,04,04,10,28.2,85,Moderate,24.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 11:00 AM,2020,04,04,11,25.8,80,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 12:00 PM,2020,04,04,12,25.4,79,Moderate,25.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 01:00 PM,2020,04,04,13,24.3,77,Moderate,23.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 02:00 PM,2020,04,04,14,23.3,75,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 03:00 PM,2020,04,04,15,21.0,70,Moderate,19.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 04:00 PM,2020,04,04,16,23.5,75,Moderate,26.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 05:00 PM,2020,04,04,17,23.2,74,Moderate,23.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 06:00 PM,2020,04,04,18,24.6,77,Moderate,26.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 07:00 PM,2020,04,04,19,25.8,80,Moderate,27.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 08:00 PM,2020,04,04,20,26.1,80,Moderate,28.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 09:00 PM,2020,04,04,21,24.6,77,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 10:00 PM,2020,04,04,22,23.8,76,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-04 11:00 PM,2020,04,04,23,23.2,74,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 12:00 AM,2020,04,05,00,22.5,73,Moderate,21.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 01:00 AM,2020,04,05,01,22.9,74,Moderate,24.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 02:00 AM,2020,04,05,02,23.6,75,Moderate,25.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 03:00 AM,2020,04,05,03,23.2,74,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 04:00 AM,2020,04,05,04,21.2,70,Moderate,18.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 05:00 AM,2020,04,05,05,21.1,70,Moderate,21.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 06:00 AM,2020,04,05,06,22.1,72,Moderate,24.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 07:00 AM,2020,04,05,07,21.7,71,Moderate,21.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 08:00 AM,2020,04,05,08,23.0,74,Moderate,26.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 09:00 AM,2020,04,05,09,25.4,79,Moderate,29.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 10:00 AM,2020,04,05,10,22.1,72,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 11:00 AM,2020,04,05,11,20.4,68,Moderate,18.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 12:00 PM,2020,04,05,12,19.0,66,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 01:00 PM,2020,04,05,13,16.8,61,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 02:00 PM,2020,04,05,14,15.3,58,Moderate,14.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 03:00 PM,2020,04,05,15,15.1,57,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 04:00 PM,2020,04,05,16,14.5,56,Moderate,14.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 05:00 PM,2020,04,05,17,14.7,56,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 06:00 PM,2020,04,05,18,13.8,55,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 07:00 PM,2020,04,05,19,13.4,54,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 08:00 PM,2020,04,05,20,14.2,55,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 09:00 PM,2020,04,05,21,14.2,55,Moderate,14.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 10:00 PM,2020,04,05,22,14.4,56,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-05 11:00 PM,2020,04,05,23,15.0,57,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 12:00 AM,2020,04,06,00,14.9,57,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 01:00 AM,2020,04,06,01,13.7,54,Moderate,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 02:00 AM,2020,04,06,02,14.8,57,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 03:00 AM,2020,04,06,03,13.5,54,Moderate,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 04:00 AM,2020,04,06,04,13.3,54,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 05:00 AM,2020,04,06,05,13.5,54,Moderate,14.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 06:00 AM,2020,04,06,06,14.0,55,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 07:00 AM,2020,04,06,07,14.7,56,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 08:00 AM,2020,04,06,08,14.8,57,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 09:00 AM,2020,04,06,09,14.9,57,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 10:00 AM,2020,04,06,10,13.5,54,Moderate,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 11:00 AM,2020,04,06,11,12.6,52,Moderate,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 12:00 PM,2020,04,06,12,12.0,50,Good,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 01:00 PM,2020,04,06,13,9.7,40,Good,8.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 02:00 PM,2020,04,06,14,9.3,39,Good,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 03:00 PM,2020,04,06,15,7.6,32,Good,6.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 04:00 PM,2020,04,06,16,6.8,28,Good,6.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 05:00 PM,2020,04,06,17,8.4,35,Good,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 06:00 PM,2020,04,06,18,8.2,34,Good,8.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 07:00 PM,2020,04,06,19,7.1,30,Good,6.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 08:00 PM,2020,04,06,20,7.5,31,Good,8.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 09:00 PM,2020,04,06,21,7.3,30,Good,7.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 10:00 PM,2020,04,06,22,7.1,30,Good,7.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-06 11:00 PM,2020,04,06,23,7.0,29,Good,7.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 12:00 AM,2020,04,07,00,6.6,28,Good,6.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 01:00 AM,2020,04,07,01,19.2,66,Moderate,32.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 02:00 AM,2020,04,07,02,13.1,53,Moderate,7.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 03:00 AM,2020,04,07,03,10.0,42,Good,7.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 04:00 AM,2020,04,07,04,9.5,40,Good,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 05:00 AM,2020,04,07,05,9.2,38,Good,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 06:00 AM,2020,04,07,06,12.6,52,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 07:00 AM,2020,04,07,07,14.3,56,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 08:00 AM,2020,04,07,08,14.1,55,Moderate,14.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 09:00 AM,2020,04,07,09,12.5,52,Moderate,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 10:00 AM,2020,04,07,10,12.2,51,Moderate,12.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 11:00 AM,2020,04,07,11,11.1,46,Good,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 12:00 PM,2020,04,07,12,11.0,46,Good,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 01:00 PM,2020,04,07,13,11.0,46,Good,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 02:00 PM,2020,04,07,14,8.5,35,Good,6.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 03:00 PM,2020,04,07,15,7.2,30,Good,6.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 04:00 PM,2020,04,07,16,7.6,32,Good,8.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 05:00 PM,2020,04,07,17,6.3,26,Good,5.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 06:00 PM,2020,04,07,18,5.1,21,Good,4.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 07:00 PM,2020,04,07,19,5.5,23,Good,6.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 08:00 PM,2020,04,07,20,5.7,24,Good,6.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 09:00 PM,2020,04,07,21,5.8,24,Good,6.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 10:00 PM,2020,04,07,22,6.4,27,Good,7.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-07 11:00 PM,2020,04,07,23,6.7,28,Good,7.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-08 12:00 AM,2020,04,08,00,6.8,28,Good,7.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-08 01:00 AM,2020,04,08,01,5.9,25,Good,5.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-08 02:00 AM,2020,04,08,02,6.4,27,Good,7.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-08 03:00 AM,2020,04,08,03,5.2,22,Good,4.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-08 04:00 AM,2020,04,08,04,5.6,23,Good,6.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-08 05:00 AM,2020,04,08,05,5.8,24,Good,6.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-08 06:00 AM,2020,04,08,06,9.4,39,Good,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-08 07:00 AM,2020,04,08,07,10.2,43,Good,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-08 08:00 AM,2020,04,08,08,9.6,40,Good,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-08 09:00 AM,2020,04,08,09,8.3,35,Good,7.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-08 10:00 AM,2020,04,08,10,6.1,25,Good,4.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-08 11:00 AM,2020,04,08,11,4.5,19,Good,3.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-08 12:00 PM,2020,04,08,12,4.7,20,Good,5.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-08 01:00 PM,2020,04,08,13,4.3,18,Good,4.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-08 02:00 PM,2020,04,08,14,3.6,15,Good,3.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-08 03:00 PM,2020,04,08,15,4.8,20,Good,6.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-08 04:00 PM,2020,04,08,16,5.4,23,Good,6.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-08 05:00 PM,2020,04,08,17,5.2,22,Good,5.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-08 06:00 PM,2020,04,08,18,5.6,23,Good,6.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-08 07:00 PM,2020,04,08,19,5.8,24,Good,6.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-08 08:00 PM,2020,04,08,20,5.9,25,Good,6.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-04-08 09:00 PM,2020,04,08,21,7.4,31,Good,9.0,UG/M3,1 Hr,Valid
