Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Chennai,PM2.5 - Principal,2020-01-01 02:00 AM,2020,01,01,02,20.5,69,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-01 03:00 AM,2020,01,01,03,14.7,56,Moderate,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-01 04:00 AM,2020,01,01,04,11.8,49,Good,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-01 05:00 AM,2020,01,01,05,8.9,37,Good,6.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-01 06:00 AM,2020,01,01,06,6.9,29,Good,5.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-01 07:00 AM,2020,01,01,07,7.9,33,Good,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-01 08:00 AM,2020,01,01,08,16.4,60,Moderate,25.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-01 09:00 AM,2020,01,01,09,19.2,66,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-01 10:00 AM,2020,01,01,10,13.1,53,Moderate,7.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-01 11:00 AM,2020,01,01,11,11.0,46,Good,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-01 12:00 PM,2020,01,01,12,9.0,38,Good,7.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-01 01:00 PM,2020,01,01,13,7.5,31,Good,6.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-01 02:00 PM,2020,01,01,14,7.7,32,Good,8.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-01 03:00 PM,2020,01,01,15,8.8,37,Good,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-01 04:00 PM,2020,01,01,16,11.9,50,Good,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-01 05:00 PM,2020,01,01,17,11.4,48,Good,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-01 06:00 PM,2020,01,01,18,14.2,55,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-01 07:00 PM,2020,01,01,19,14.6,56,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-01 08:00 PM,2020,01,01,20,15.3,58,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-01 09:00 PM,2020,01,01,21,18.6,65,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-01 10:00 PM,2020,01,01,22,16.3,60,Moderate,14.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-01 11:00 PM,2020,01,01,23,25.1,78,Moderate,34.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 12:00 AM,2020,01,02,00,21.0,70,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 01:00 AM,2020,01,02,01,17.5,62,Moderate,14.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 02:00 AM,2020,01,02,02,12.7,52,Moderate,8.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 03:00 AM,2020,01,02,03,11.3,47,Good,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 04:00 AM,2020,01,02,04,10.1,42,Good,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 05:00 AM,2020,01,02,05,14.0,55,Moderate,18.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 06:00 AM,2020,01,02,06,21.0,70,Moderate,28.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 07:00 AM,2020,01,02,07,24.0,76,Moderate,27.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 08:00 AM,2020,01,02,08,38.0,107,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 09:00 AM,2020,01,02,09,40.5,113,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 10:00 AM,2020,01,02,10,27.2,83,Moderate,14.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 11:00 AM,2020,01,02,11,21.1,70,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 12:00 PM,2020,01,02,12,16.5,60,Moderate,12.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 01:00 PM,2020,01,02,13,14.2,55,Moderate,12.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 02:00 PM,2020,01,02,14,12.6,52,Moderate,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 03:00 PM,2020,01,02,15,12.8,52,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 04:00 PM,2020,01,02,16,12.9,53,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 05:00 PM,2020,01,02,17,14.4,56,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 06:00 PM,2020,01,02,18,13.7,54,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 07:00 PM,2020,01,02,19,15.8,59,Moderate,18.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 08:00 PM,2020,01,02,20,14.4,56,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 09:00 PM,2020,01,02,21,14.6,56,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 10:00 PM,2020,01,02,22,13.2,53,Moderate,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-02 11:00 PM,2020,01,02,23,12.3,51,Moderate,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 12:00 AM,2020,01,03,00,9.9,41,Good,8.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 01:00 AM,2020,01,03,01,11.4,48,Good,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 02:00 AM,2020,01,03,02,12.2,51,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 03:00 AM,2020,01,03,03,12.6,52,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 04:00 AM,2020,01,03,04,16.3,60,Moderate,20.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 05:00 AM,2020,01,03,05,25.6,79,Moderate,35.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 06:00 AM,2020,01,03,06,32.8,95,Moderate,40.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 07:00 AM,2020,01,03,07,41.9,117,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 08:00 AM,2020,01,03,08,47.9,132,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 09:00 AM,2020,01,03,09,53.9,146,Unhealthy for Sensitive Groups,60.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 10:00 AM,2020,01,03,10,34.4,98,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 11:00 AM,2020,01,03,11,22.2,72,Moderate,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 12:00 PM,2020,01,03,12,18.1,64,Moderate,14.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 01:00 PM,2020,01,03,13,15.5,58,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 02:00 PM,2020,01,03,14,13.2,53,Moderate,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 03:00 PM,2020,01,03,15,12.6,52,Moderate,12.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 04:00 PM,2020,01,03,16,13.3,54,Moderate,14.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 05:00 PM,2020,01,03,17,14.1,55,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 06:00 PM,2020,01,03,18,12.5,52,Moderate,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 07:00 PM,2020,01,03,19,15.2,58,Moderate,18.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 08:00 PM,2020,01,03,20,15.1,57,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 09:00 PM,2020,01,03,21,14.9,57,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 10:00 PM,2020,01,03,22,14.9,57,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-03 11:00 PM,2020,01,03,23,13.7,54,Moderate,12.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 12:00 AM,2020,01,04,00,13.0,53,Moderate,12.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 01:00 AM,2020,01,04,01,12.6,52,Moderate,12.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 02:00 AM,2020,01,04,02,12.0,50,Good,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 03:00 AM,2020,01,04,03,13.1,53,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 04:00 AM,2020,01,04,04,12.3,51,Moderate,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 05:00 AM,2020,01,04,05,10.5,44,Good,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 06:00 AM,2020,01,04,06,27.7,84,Moderate,45.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 07:00 AM,2020,01,04,07,41.4,116,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 08:00 AM,2020,01,04,08,53.2,145,Unhealthy for Sensitive Groups,65.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 09:00 AM,2020,01,04,09,53.1,144,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 10:00 AM,2020,01,04,10,39.5,111,Unhealthy for Sensitive Groups,26.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 11:00 AM,2020,01,04,11,32.7,94,Moderate,26.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 12:00 PM,2020,01,04,12,29.8,88,Moderate,27.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 01:00 PM,2020,01,04,13,21.4,71,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 02:00 PM,2020,01,04,14,15.7,59,Moderate,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 03:00 PM,2020,01,04,15,15.8,59,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 04:00 PM,2020,01,04,16,16.4,60,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 05:00 PM,2020,01,04,17,16.7,61,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 06:00 PM,2020,01,04,18,14.8,57,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 07:00 PM,2020,01,04,19,15.4,58,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 08:00 PM,2020,01,04,20,15.2,58,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 09:00 PM,2020,01,04,21,14.0,55,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 10:00 PM,2020,01,04,22,13.5,54,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-04 11:00 PM,2020,01,04,23,13.2,53,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 12:00 AM,2020,01,05,00,12.4,52,Moderate,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 01:00 AM,2020,01,05,01,10.7,45,Good,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 02:00 AM,2020,01,05,02,10.3,43,Good,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 03:00 AM,2020,01,05,03,10.1,42,Good,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 04:00 AM,2020,01,05,04,10.1,42,Good,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 05:00 AM,2020,01,05,05,10.0,42,Good,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 06:00 AM,2020,01,05,06,10.0,42,Good,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 07:00 AM,2020,01,05,07,10.4,43,Good,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 08:00 AM,2020,01,05,08,11.2,47,Good,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 09:00 AM,2020,01,05,09,11.4,48,Good,12.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 10:00 AM,2020,01,05,10,10.6,44,Good,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 11:00 AM,2020,01,05,11,11.0,46,Good,12.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 12:00 PM,2020,01,05,12,10.4,43,Good,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 01:00 PM,2020,01,05,13,9.4,39,Good,8.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 02:00 PM,2020,01,05,14,8.1,34,Good,7.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 03:00 PM,2020,01,05,15,10.4,43,Good,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 04:00 PM,2020,01,05,16,10.2,43,Good,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 05:00 PM,2020,01,05,17,9.6,40,Good,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 06:00 PM,2020,01,05,18,10.7,45,Good,12.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 07:00 PM,2020,01,05,19,12.4,52,Moderate,14.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 08:00 PM,2020,01,05,20,13.2,53,Moderate,14.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 09:00 PM,2020,01,05,21,14.6,56,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 10:00 PM,2020,01,05,22,14.8,57,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-05 11:00 PM,2020,01,05,23,13.9,55,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 12:00 AM,2020,01,06,00,11.9,50,Good,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 01:00 AM,2020,01,06,01,13.9,55,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 02:00 AM,2020,01,06,02,12.1,51,Moderate,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 03:00 AM,2020,01,06,03,8.9,37,Good,6.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 04:00 AM,2020,01,06,04,8.9,37,Good,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 05:00 AM,2020,01,06,05,9.4,39,Good,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 06:00 AM,2020,01,06,06,13.2,53,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 07:00 AM,2020,01,06,07,17.6,63,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 08:00 AM,2020,01,06,08,26.3,81,Moderate,35.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 09:00 AM,2020,01,06,09,42.1,117,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 10:00 AM,2020,01,06,10,45.0,124,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 11:00 AM,2020,01,06,11,29.0,87,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 12:00 PM,2020,01,06,12,19.0,66,Moderate,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 01:00 PM,2020,01,06,13,13.5,54,Moderate,8.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 02:00 PM,2020,01,06,14,12.2,51,Moderate,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 03:00 PM,2020,01,06,15,11.1,46,Good,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 04:00 PM,2020,01,06,16,11.5,48,Good,12.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 05:00 PM,2020,01,06,17,11.2,47,Good,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 06:00 PM,2020,01,06,18,10.6,44,Good,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 07:00 PM,2020,01,06,19,11.8,49,Good,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 08:00 PM,2020,01,06,20,11.4,48,Good,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 09:00 PM,2020,01,06,21,11.1,46,Good,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 10:00 PM,2020,01,06,22,10.7,45,Good,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-06 11:00 PM,2020,01,06,23,10.0,42,Good,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 12:00 AM,2020,01,07,00,9.2,38,Good,8.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 01:00 AM,2020,01,07,01,8.7,36,Good,8.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 02:00 AM,2020,01,07,02,8.8,37,Good,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 03:00 AM,2020,01,07,03,10.0,42,Good,12.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 04:00 AM,2020,01,07,04,10.4,43,Good,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 05:00 AM,2020,01,07,05,10.6,44,Good,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 06:00 AM,2020,01,07,06,11.1,46,Good,12.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 07:00 AM,2020,01,07,07,12.4,52,Moderate,14.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 08:00 AM,2020,01,07,08,15.8,59,Moderate,19.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 09:00 AM,2020,01,07,09,16.4,60,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 10:00 AM,2020,01,07,10,16.2,60,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 11:00 AM,2020,01,07,11,19.1,66,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 12:00 PM,2020,01,07,12,19.5,67,Moderate,20.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 01:00 PM,2020,01,07,13,23.2,74,Moderate,27.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 02:00 PM,2020,01,07,14,27.6,84,Moderate,32.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 03:00 PM,2020,01,07,15,28.8,86,Moderate,30.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 04:00 PM,2020,01,07,16,29.9,88,Moderate,31.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 05:00 PM,2020,01,07,17,29.4,87,Moderate,29.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 06:00 PM,2020,01,07,18,31.7,92,Moderate,34.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 07:00 PM,2020,01,07,19,35.3,100,Moderate,39.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 08:00 PM,2020,01,07,20,35.6,101,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 09:00 PM,2020,01,07,21,35.8,102,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 10:00 PM,2020,01,07,22,36.8,104,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-07 11:00 PM,2020,01,07,23,35.4,100,Moderate,34.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 12:00 AM,2020,01,08,00,35.2,100,Moderate,35.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 01:00 AM,2020,01,08,01,34.3,98,Moderate,32.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 02:00 AM,2020,01,08,02,33.7,96,Moderate,32.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 03:00 AM,2020,01,08,03,32.5,94,Moderate,29.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 04:00 AM,2020,01,08,04,31.1,91,Moderate,28.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 05:00 AM,2020,01,08,05,31.3,91,Moderate,32.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 06:00 AM,2020,01,08,06,32.3,93,Moderate,35.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 07:00 AM,2020,01,08,07,34.2,97,Moderate,39.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 08:00 AM,2020,01,08,08,34.7,99,Moderate,36.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 09:00 AM,2020,01,08,09,33.9,97,Moderate,32.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 10:00 AM,2020,01,08,10,32.5,94,Moderate,29.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 11:00 AM,2020,01,08,11,29.6,88,Moderate,25.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 12:00 PM,2020,01,08,12,23.1,74,Moderate,18.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 01:00 PM,2020,01,08,13,23.5,75,Moderate,24.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 02:00 PM,2020,01,08,14,22.2,72,Moderate,21.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 03:00 PM,2020,01,08,15,24.6,77,Moderate,27.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 04:00 PM,2020,01,08,16,36.8,104,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 05:00 PM,2020,01,08,17,48.4,133,Unhealthy for Sensitive Groups,60.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 06:00 PM,2020,01,08,18,42.7,119,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 07:00 PM,2020,01,08,19,37.3,105,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 08:00 PM,2020,01,08,20,38.6,109,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 09:00 PM,2020,01,08,21,36.8,104,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 10:00 PM,2020,01,08,22,31.4,92,Moderate,26.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-08 11:00 PM,2020,01,08,23,36.7,104,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-09 12:00 AM,2020,01,09,00,31.3,91,Moderate,26.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-09 01:00 AM,2020,01,09,01,30.6,90,Moderate,30.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-09 02:00 AM,2020,01,09,02,28.8,86,Moderate,27.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-09 03:00 AM,2020,01,09,03,25.4,79,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-09 04:00 AM,2020,01,09,04,24.2,76,Moderate,23.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-09 05:00 AM,2020,01,09,05,23.2,74,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-01-09 06:00 AM,2020,01,09,06,21.0,70,Moderate,19.0,UG/M3,1 Hr,Valid
